category1,category2,category3,category4,product_category4_id
0.0,0.0,1.0,0.0,126.0
0.0,0.0,1.0,0.0,129.0
0.0,0.0,1.0,0.0,132.0
0.0,0.0,1.0,0.0,135.0
0.0,0.0,1.0,0.0,138.0
0.0,0.0,1.0,0.0,141.0
0.0,0.0,1.0,0.0,150.0
0.0,0.0,1.0,0.0,153.0
0.0,0.0,1.0,0.0,156.0
0.0,0.0,1.0,0.0,159.0
0.0,0.0,1.0,0.0,162.0
0.0,0.0,1.0,0.0,168.0
0.0,0.0,1.0,0.0,177.0
0.0,0.0,1.0,0.0,438.0
0.0,0.0,1.0,0.0,453.0
0.0,0.0,1.0,0.0,465.0
0.0,0.0,1.0,0.0,480.0
0.0,0.0,1.0,0.0,522.0
0.0,0.0,1.0,0.0,594.0
0.0,0.0,1.0,0.0,606.0
0.0,0.0,1.0,0.0,609.0
0.0,0.0,1.0,0.0,645.0
0.0,0.0,1.0,0.0,648.0
0.0,0.0,1.0,0.0,651.0
0.0,0.0,1.0,0.0,654.0
0.0,0.0,1.0,0.0,657.0
0.0,0.0,1.0,0.0,660.0
0.0,0.0,1.0,0.0,663.0
0.0,0.0,1.0,0.0,672.0
0.0,0.0,1.0,0.0,693.0
0.0,0.0,1.0,0.0,696.0
0.0,0.0,1.0,0.0,699.0
0.0,0.0,1.0,0.0,702.0
0.0,0.0,1.0,0.0,705.0
0.0,0.0,1.0,0.0,711.0
0.0,0.0,1.0,0.0,714.0
0.0,0.0,1.0,0.0,717.0
0.0,0.0,1.0,0.0,720.0
0.0,0.0,1.0,0.0,723.0
0.0,0.0,1.0,0.0,726.0
0.0,0.0,1.0,0.0,729.0
0.0,0.0,1.0,0.0,732.0
0.0,0.0,1.0,0.0,738.0
0.0,0.0,1.0,0.0,741.0
0.0,0.0,1.0,0.0,744.0
0.0,0.0,1.0,0.0,747.0
0.0,0.0,1.0,0.0,750.0
0.0,0.0,1.0,0.0,753.0
0.0,0.0,1.0,0.0,765.0
0.0,0.0,1.0,0.0,771.0
0.0,0.0,1.0,0.0,792.0
0.0,0.0,1.0,0.0,801.0
0.0,0.0,1.0,0.0,864.0
0.0,0.0,1.0,0.0,867.0
0.0,0.0,1.0,0.0,870.0
0.0,0.0,1.0,0.0,873.0
0.0,0.0,1.0,0.0,876.0
0.0,0.0,1.0,0.0,879.0
0.0,0.0,1.0,0.0,882.0
0.0,0.0,1.0,0.0,885.0
0.0,0.0,1.0,0.0,888.0
0.0,0.0,1.0,0.0,891.0
0.0,0.0,1.0,0.0,894.0
0.0,0.0,1.0,0.0,903.0
0.0,0.0,1.0,0.0,906.0
0.0,0.0,1.0,0.0,909.0
0.0,0.0,1.0,0.0,912.0
0.0,0.0,1.0,0.0,915.0
0.0,0.0,1.0,0.0,918.0
0.0,0.0,1.0,0.0,921.0
0.0,0.0,1.0,0.0,924.0
0.0,0.0,1.0,0.0,927.0
0.0,0.0,1.0,0.0,933.0
0.0,0.0,1.0,0.0,936.0
0.0,0.0,1.0,0.0,939.0
0.0,0.0,1.0,0.0,942.0
0.0,0.0,1.0,0.0,945.0
0.0,0.0,1.0,0.0,948.0
0.0,0.0,1.0,0.0,954.0
0.0,0.0,1.0,0.0,960.0
0.0,0.0,1.0,0.0,963.0
0.0,0.0,1.0,0.0,972.0
0.0,0.0,1.0,0.0,984.0
0.0,0.0,1.0,0.0,987.0
0.0,0.0,1.0,0.0,993.0
0.0,0.0,1.0,0.0,996.0
0.0,0.0,1.0,0.0,999.0
0.0,0.0,1.0,0.0,1002.0
0.0,0.0,1.0,0.0,1053.0
0.0,0.0,1.0,0.0,1056.0
0.0,0.0,1.0,0.0,1074.0
0.0,0.0,1.0,0.0,1077.0
0.0,0.0,1.0,0.0,1080.0
0.0,0.0,1.0,0.0,1083.0
0.0,0.0,1.0,0.0,1086.0
0.0,0.0,1.0,0.0,1089.0
0.0,0.0,1.0,0.0,1092.0
0.0,0.0,1.0,0.0,1095.0
0.0,0.0,1.0,0.0,1098.0
0.0,0.0,1.0,0.0,1101.0
0.0,0.0,1.0,0.0,1107.0
0.0,0.0,1.0,0.0,1110.0
0.0,0.0,1.0,0.0,1113.0
0.0,0.0,1.0,0.0,1116.0
0.0,0.0,1.0,0.0,1119.0
0.0,0.0,1.0,0.0,1122.0
0.0,0.0,1.0,0.0,1125.0
0.0,0.0,1.0,0.0,1131.0
0.0,0.0,1.0,0.0,1137.0
0.0,0.0,1.0,0.0,1140.0
0.0,0.0,1.0,0.0,1143.0
0.0,0.0,1.0,0.0,1146.0
0.0,0.0,1.0,0.0,1149.0
0.0,0.0,1.0,0.0,1158.0
0.0,0.0,1.0,0.0,1161.0
0.0,0.0,1.0,0.0,1167.0
0.0,0.0,1.0,0.0,1170.0
0.0,0.0,1.0,0.0,1173.0
0.0,0.0,1.0,0.0,1176.0
0.0,0.0,1.0,0.0,1179.0
0.0,0.0,1.0,0.0,1182.0
0.0,0.0,1.0,0.0,1191.0
0.0,0.0,1.0,0.0,1206.0
0.0,0.0,1.0,0.0,1209.0
0.0,0.0,1.0,0.0,1230.0
0.0,0.0,1.0,0.0,1233.0
0.0,0.0,1.0,0.0,1236.0
0.0,0.0,1.0,0.0,1239.0
0.0,0.0,1.0,0.0,1242.0
0.0,0.0,1.0,0.0,1245.0
0.0,0.0,1.0,0.0,1266.0
0.0,0.0,1.0,0.0,1272.0
0.0,0.0,1.0,0.0,1281.0
0.0,0.0,1.0,0.0,1293.0
0.0,0.0,1.0,0.0,1296.0
0.0,0.0,1.0,0.0,1299.0
0.0,0.0,1.0,0.0,1302.0
0.0,0.0,1.0,0.0,1305.0
0.0,0.0,1.0,0.0,1308.0
1.0,0.0,0.0,0.0,1320.0
0.0,0.0,1.0,0.0,1326.0
1.0,0.0,0.0,0.0,1335.0
0.0,0.0,1.0,0.0,1338.0
0.0,0.0,1.0,0.0,1353.0
0.0,0.0,1.0,0.0,1356.0
0.0,0.0,1.0,0.0,1359.0
0.0,0.0,1.0,0.0,1362.0
0.0,0.0,1.0,0.0,1368.0
0.0,0.0,1.0,0.0,1383.0
1.0,0.0,0.0,0.0,1626.0
1.0,0.0,0.0,0.0,1629.0
1.0,0.0,0.0,0.0,1629.0
1.0,0.0,0.0,0.0,1632.0
1.0,0.0,0.0,0.0,1635.0
1.0,0.0,0.0,0.0,1638.0
1.0,0.0,0.0,0.0,1641.0
1.0,0.0,0.0,0.0,1644.0
1.0,0.0,0.0,0.0,1647.0
1.0,0.0,0.0,0.0,1650.0
1.0,0.0,0.0,0.0,1653.0
1.0,0.0,0.0,0.0,1656.0
1.0,0.0,0.0,0.0,1659.0
1.0,0.0,0.0,0.0,1662.0
1.0,0.0,0.0,0.0,1665.0
1.0,0.0,0.0,0.0,1671.0
1.0,0.0,0.0,0.0,1674.0
1.0,0.0,0.0,0.0,1677.0
1.0,0.0,0.0,0.0,1680.0
1.0,0.0,0.0,0.0,1683.0
1.0,0.0,0.0,0.0,1686.0
1.0,0.0,0.0,0.0,1689.0
1.0,0.0,0.0,0.0,1692.0
1.0,0.0,0.0,0.0,1695.0
1.0,0.0,0.0,0.0,1701.0
1.0,0.0,0.0,0.0,1704.0
1.0,0.0,0.0,0.0,1710.0
1.0,0.0,0.0,0.0,1713.0
1.0,0.0,0.0,0.0,1722.0
1.0,0.0,0.0,0.0,1725.0
1.0,0.0,0.0,0.0,1728.0
1.0,0.0,0.0,0.0,1734.0
1.0,0.0,0.0,0.0,1740.0
1.0,0.0,0.0,0.0,1743.0
1.0,0.0,0.0,0.0,1746.0
1.0,0.0,0.0,0.0,1749.0
1.0,0.0,0.0,0.0,1752.0
1.0,0.0,0.0,0.0,1764.0
1.0,0.0,0.0,0.0,1767.0
1.0,0.0,0.0,0.0,1770.0
1.0,0.0,0.0,0.0,1773.0
1.0,0.0,0.0,0.0,1776.0
1.0,0.0,0.0,0.0,1779.0
1.0,0.0,0.0,0.0,1785.0
1.0,0.0,0.0,0.0,1791.0
1.0,0.0,0.0,0.0,1794.0
1.0,0.0,0.0,0.0,1797.0
1.0,0.0,0.0,0.0,1800.0
1.0,0.0,0.0,0.0,1803.0
1.0,0.0,0.0,0.0,1806.0
1.0,0.0,0.0,0.0,1809.0
1.0,0.0,0.0,0.0,1818.0
1.0,0.0,0.0,0.0,1821.0
1.0,0.0,0.0,0.0,1824.0
1.0,0.0,0.0,0.0,1827.0
1.0,0.0,0.0,0.0,1830.0
1.0,0.0,0.0,0.0,1833.0
1.0,0.0,0.0,0.0,1836.0
1.0,0.0,0.0,0.0,1839.0
1.0,0.0,0.0,0.0,1842.0
1.0,0.0,0.0,0.0,1845.0
1.0,0.0,0.0,0.0,1851.0
1.0,0.0,0.0,0.0,1854.0
1.0,0.0,0.0,0.0,1857.0
1.0,0.0,0.0,0.0,1860.0
1.0,0.0,0.0,0.0,1863.0
1.0,0.0,0.0,0.0,1866.0
1.0,0.0,0.0,0.0,1869.0
1.0,0.0,0.0,0.0,1872.0
1.0,0.0,0.0,0.0,1875.0
1.0,0.0,0.0,0.0,1878.0
1.0,0.0,0.0,0.0,1884.0
1.0,0.0,0.0,0.0,1890.0
1.0,0.0,0.0,0.0,1893.0
1.0,0.0,0.0,0.0,1896.0
1.0,0.0,0.0,0.0,1902.0
1.0,0.0,0.0,0.0,1908.0
1.0,0.0,0.0,0.0,1911.0
1.0,0.0,0.0,0.0,1914.0
1.0,0.0,0.0,0.0,1917.0
1.0,0.0,0.0,0.0,1920.0
1.0,0.0,0.0,0.0,1923.0
1.0,0.0,0.0,0.0,1935.0
1.0,0.0,0.0,0.0,1938.0
1.0,0.0,0.0,0.0,1941.0
1.0,0.0,0.0,0.0,1944.0
1.0,0.0,0.0,0.0,1950.0
1.0,0.0,0.0,0.0,1953.0
1.0,0.0,0.0,0.0,1956.0
1.0,0.0,0.0,0.0,1962.0
1.0,0.0,0.0,0.0,1965.0
1.0,0.0,0.0,0.0,1968.0
1.0,0.0,0.0,0.0,1971.0
1.0,0.0,0.0,0.0,1974.0
1.0,0.0,0.0,0.0,1977.0
1.0,0.0,0.0,0.0,1983.0
1.0,0.0,0.0,0.0,1986.0
1.0,0.0,0.0,0.0,1992.0
1.0,0.0,0.0,0.0,1995.0
1.0,0.0,0.0,0.0,1998.0
1.0,0.0,0.0,0.0,2001.0
1.0,0.0,0.0,0.0,2001.0
1.0,0.0,0.0,0.0,2004.0
1.0,0.0,0.0,0.0,2004.0
1.0,0.0,0.0,0.0,2007.0
1.0,0.0,0.0,0.0,2010.0
1.0,0.0,0.0,0.0,2013.0
1.0,0.0,0.0,0.0,2016.0
1.0,0.0,0.0,0.0,2028.0
1.0,0.0,0.0,0.0,2031.0
1.0,0.0,0.0,0.0,2034.0
1.0,0.0,0.0,0.0,2040.0
1.0,0.0,0.0,0.0,2049.0
1.0,0.0,0.0,0.0,2052.0
1.0,0.0,0.0,0.0,2058.0
1.0,0.0,0.0,0.0,2061.0
1.0,0.0,0.0,0.0,2064.0
1.0,0.0,0.0,0.0,2067.0
1.0,0.0,0.0,0.0,2070.0
1.0,0.0,0.0,0.0,2073.0
1.0,0.0,0.0,0.0,2076.0
1.0,0.0,0.0,0.0,2079.0
1.0,0.0,0.0,0.0,2082.0
1.0,0.0,0.0,0.0,2085.0
1.0,0.0,0.0,0.0,2088.0
1.0,0.0,0.0,0.0,2094.0
1.0,0.0,0.0,0.0,2100.0
1.0,0.0,0.0,0.0,2103.0
1.0,0.0,0.0,0.0,2112.0
1.0,0.0,0.0,0.0,2121.0
1.0,0.0,0.0,0.0,2130.0
1.0,0.0,0.0,0.0,2145.0
1.0,0.0,0.0,0.0,2148.0
1.0,0.0,0.0,0.0,2151.0
1.0,0.0,0.0,0.0,2157.0
1.0,0.0,0.0,0.0,2160.0
1.0,0.0,0.0,0.0,2169.0
1.0,0.0,0.0,0.0,2172.0
1.0,0.0,0.0,0.0,2178.0
1.0,0.0,0.0,0.0,2181.0
1.0,0.0,0.0,0.0,2187.0
1.0,0.0,0.0,0.0,2193.0
1.0,0.0,0.0,0.0,2196.0
1.0,0.0,0.0,0.0,2214.0
1.0,0.0,0.0,0.0,2223.0
1.0,0.0,0.0,0.0,2226.0
1.0,0.0,0.0,0.0,2241.0
1.0,0.0,0.0,0.0,2283.0
1.0,0.0,0.0,0.0,2289.0
1.0,0.0,0.0,0.0,2295.0
1.0,0.0,0.0,0.0,2367.0
1.0,0.0,0.0,0.0,2370.0
1.0,0.0,0.0,0.0,2373.0
1.0,0.0,0.0,0.0,2481.0
1.0,0.0,0.0,0.0,2736.0
1.0,0.0,0.0,0.0,2751.0
1.0,0.0,0.0,0.0,2823.0
1.0,0.0,0.0,0.0,2847.0
1.0,0.0,0.0,0.0,2859.0
1.0,0.0,0.0,0.0,2859.0
0.0,0.0,1.0,0.0,2895.0
0.0,0.0,1.0,0.0,2904.0
1.0,0.0,0.0,0.0,2940.0
1.0,0.0,0.0,0.0,2943.0
1.0,0.0,0.0,0.0,2946.0
1.0,0.0,0.0,0.0,2961.0
1.0,0.0,0.0,0.0,3093.0
0.0,0.0,1.0,0.0,3117.0
0.0,1.0,0.0,0.0,3123.0
0.0,0.0,1.0,0.0,3126.0
0.0,0.0,0.0,1.0,3129.0
0.0,0.0,1.0,0.0,3132.0
0.0,0.0,1.0,0.0,3198.0
0.0,0.0,1.0,0.0,3210.0
0.0,0.0,1.0,0.0,3213.0
0.0,0.0,1.0,0.0,3216.0
0.0,0.0,1.0,0.0,3219.0
0.0,0.0,1.0,0.0,3222.0
0.0,0.0,1.0,0.0,3225.0
0.0,0.0,1.0,0.0,3228.0
0.0,0.0,1.0,0.0,3231.0
0.0,0.0,1.0,0.0,3234.0
0.0,0.0,1.0,0.0,3237.0
0.0,0.0,1.0,0.0,3240.0
0.0,0.0,1.0,0.0,3246.0
0.0,0.0,1.0,0.0,3249.0
0.0,0.0,1.0,0.0,3252.0
0.0,0.0,1.0,0.0,3261.0
0.0,0.0,1.0,0.0,3264.0
0.0,0.0,1.0,0.0,3267.0
0.0,0.0,1.0,0.0,3270.0
0.0,0.0,1.0,0.0,3273.0
0.0,0.0,1.0,0.0,3276.0
0.0,0.0,1.0,0.0,3279.0
0.0,0.0,1.0,0.0,3282.0
0.0,0.0,1.0,0.0,3285.0
0.0,0.0,1.0,0.0,3288.0
0.0,0.0,1.0,0.0,3291.0
0.0,0.0,1.0,0.0,3294.0
0.0,0.0,1.0,0.0,3297.0
0.0,0.0,1.0,0.0,3300.0
0.0,0.0,1.0,0.0,3303.0
0.0,0.0,1.0,0.0,3306.0
0.0,0.0,1.0,0.0,3309.0
0.0,0.0,1.0,0.0,3312.0
0.0,0.0,1.0,0.0,3315.0
0.0,0.0,1.0,0.0,3318.0
0.0,0.0,1.0,0.0,3321.0
0.0,0.0,1.0,0.0,3324.0
0.0,0.0,1.0,0.0,3327.0
0.0,0.0,1.0,0.0,3330.0
0.0,0.0,1.0,0.0,3333.0
0.0,0.0,1.0,0.0,3336.0
0.0,0.0,1.0,0.0,3339.0
0.0,0.0,1.0,0.0,3342.0
1.0,0.0,0.0,0.0,3378.0
1.0,0.0,0.0,0.0,3381.0
1.0,0.0,0.0,0.0,3384.0
1.0,0.0,0.0,0.0,3387.0
1.0,0.0,0.0,0.0,3399.0
1.0,0.0,0.0,0.0,3402.0
1.0,0.0,0.0,0.0,3411.0
1.0,0.0,0.0,0.0,3414.0
1.0,0.0,0.0,0.0,3417.0
0.0,0.0,1.0,0.0,3459.0
0.0,0.0,1.0,0.0,3462.0
0.0,0.0,1.0,0.0,3477.0
0.0,0.0,1.0,0.0,3480.0
0.0,0.0,1.0,0.0,3483.0
0.0,0.0,1.0,0.0,3522.0
0.0,0.0,1.0,0.0,3525.0
1.0,0.0,0.0,0.0,3549.0
0.0,1.0,0.0,0.0,3552.0
0.0,0.0,1.0,0.0,3555.0
0.0,0.0,1.0,0.0,3558.0
0.0,0.0,1.0,0.0,3561.0
0.0,1.0,0.0,0.0,3564.0
1.0,0.0,0.0,0.0,3567.0
0.0,0.0,1.0,0.0,3576.0
0.0,0.0,1.0,0.0,3582.0
0.0,0.0,1.0,0.0,3585.0
0.0,0.0,1.0,0.0,3588.0
0.0,0.0,1.0,0.0,3591.0
0.0,0.0,1.0,0.0,3597.0
0.0,0.0,1.0,0.0,3615.0
0.0,0.0,0.0,1.0,3636.0
0.0,0.0,1.0,0.0,3639.0
0.0,1.0,0.0,0.0,3642.0
0.0,0.0,1.0,0.0,3666.0
0.0,0.0,1.0,0.0,3669.0
0.0,0.0,1.0,0.0,3672.0
0.0,0.0,1.0,0.0,3675.0
0.0,0.0,1.0,0.0,3678.0
0.0,0.0,1.0,0.0,3681.0
0.0,0.0,1.0,0.0,3687.0
0.0,0.0,1.0,0.0,3696.0
0.0,0.0,1.0,0.0,3699.0
0.0,0.0,1.0,0.0,3702.0
0.0,0.0,1.0,0.0,3705.0
0.0,0.0,1.0,0.0,3711.0
0.0,0.0,1.0,0.0,3714.0
0.0,0.0,1.0,0.0,3717.0
0.0,0.0,1.0,0.0,3726.0
0.0,0.0,1.0,0.0,3729.0
0.0,0.0,1.0,0.0,3732.0
0.0,0.0,1.0,0.0,3735.0
0.0,0.0,1.0,0.0,3738.0
0.0,0.0,1.0,0.0,3741.0
0.0,0.0,1.0,0.0,3744.0
0.0,0.0,1.0,0.0,3747.0
0.0,0.0,1.0,0.0,3750.0
0.0,0.0,1.0,0.0,3753.0
0.0,0.0,1.0,0.0,3756.0
0.0,0.0,1.0,0.0,3759.0
0.0,0.0,1.0,0.0,3762.0
0.0,0.0,1.0,0.0,3765.0
0.0,0.0,1.0,0.0,3771.0
0.0,0.0,1.0,0.0,3774.0
0.0,0.0,1.0,0.0,3777.0
0.0,0.0,1.0,0.0,3780.0
0.0,0.0,1.0,0.0,3783.0
0.0,0.0,1.0,0.0,3786.0
0.0,0.0,1.0,0.0,3789.0
0.0,0.0,1.0,0.0,3792.0
0.0,0.0,1.0,0.0,3801.0
0.0,0.0,1.0,0.0,3804.0
0.0,0.0,1.0,0.0,3807.0
0.0,0.0,1.0,0.0,3810.0
1.0,0.0,0.0,0.0,3816.0
0.0,0.0,1.0,0.0,3819.0
0.0,0.0,1.0,0.0,3822.0
0.0,0.0,1.0,0.0,3828.0
1.0,0.0,0.0,0.0,3834.0
1.0,0.0,0.0,0.0,3861.0
0.0,1.0,0.0,0.0,3960.0
0.0,0.0,1.0,0.0,3972.0
0.0,0.0,1.0,0.0,3975.0
0.0,0.0,1.0,0.0,3978.0
0.0,0.0,1.0,0.0,3984.0
1.0,0.0,0.0,0.0,4041.0
0.0,0.0,1.0,0.0,4146.0
0.0,0.0,1.0,0.0,4149.0
0.0,0.0,1.0,0.0,4152.0
0.0,0.0,1.0,0.0,4323.0
0.0,0.0,1.0,0.0,4326.0
0.0,1.0,0.0,0.0,4626.0
0.0,1.0,0.0,0.0,4629.0
0.0,1.0,0.0,0.0,4632.0
0.0,1.0,0.0,0.0,4638.0
0.0,1.0,0.0,0.0,4641.0
0.0,1.0,0.0,0.0,4644.0
0.0,1.0,0.0,0.0,4647.0
0.0,1.0,0.0,0.0,4650.0
0.0,1.0,0.0,0.0,4653.0
0.0,1.0,0.0,0.0,4659.0
0.0,1.0,0.0,0.0,4662.0
0.0,1.0,0.0,0.0,4665.0
0.0,1.0,0.0,0.0,4668.0
0.0,1.0,0.0,0.0,4671.0
1.0,0.0,0.0,0.0,5226.0
1.0,0.0,0.0,0.0,5229.0
1.0,0.0,0.0,0.0,5232.0
1.0,0.0,0.0,0.0,5235.0
1.0,0.0,0.0,0.0,5238.0
1.0,0.0,0.0,0.0,5241.0
0.0,1.0,0.0,0.0,5826.0
0.0,1.0,0.0,0.0,5844.0
0.0,1.0,0.0,0.0,5847.0
0.0,1.0,0.0,0.0,5850.0
0.0,1.0,0.0,0.0,5853.0
0.0,1.0,0.0,0.0,5856.0
0.0,1.0,0.0,0.0,5859.0
0.0,1.0,0.0,0.0,5862.0
0.0,1.0,0.0,0.0,5865.0
0.0,1.0,0.0,0.0,5868.0
0.0,1.0,0.0,0.0,5871.0
0.0,1.0,0.0,0.0,5874.0
0.0,1.0,0.0,0.0,5877.0
0.0,1.0,0.0,0.0,5880.0
0.0,1.0,0.0,0.0,5883.0
0.0,1.0,0.0,0.0,5886.0
0.0,1.0,0.0,0.0,5889.0
0.0,1.0,0.0,0.0,5892.0
0.0,1.0,0.0,0.0,5895.0
0.0,1.0,0.0,0.0,5898.0
0.0,1.0,0.0,0.0,5901.0
0.0,1.0,0.0,0.0,5904.0
0.0,1.0,0.0,0.0,5907.0
0.0,1.0,0.0,0.0,5910.0
0.0,1.0,0.0,0.0,5913.0
0.0,1.0,0.0,0.0,5916.0
0.0,1.0,0.0,0.0,5919.0
0.0,1.0,0.0,0.0,5922.0
0.0,1.0,0.0,0.0,5925.0
0.0,1.0,0.0,0.0,5928.0
0.0,1.0,0.0,0.0,5931.0
0.0,1.0,0.0,0.0,5934.0
0.0,1.0,0.0,0.0,5937.0
0.0,1.0,0.0,0.0,5940.0
0.0,1.0,0.0,0.0,5943.0
0.0,1.0,0.0,0.0,5946.0
0.0,1.0,0.0,0.0,5949.0
0.0,1.0,0.0,0.0,5952.0
0.0,1.0,0.0,0.0,5955.0
0.0,1.0,0.0,0.0,5958.0
0.0,1.0,0.0,0.0,5961.0
0.0,1.0,0.0,0.0,5964.0
0.0,1.0,0.0,0.0,5967.0
0.0,1.0,0.0,0.0,5970.0
0.0,1.0,0.0,0.0,5973.0
0.0,1.0,0.0,0.0,5979.0
0.0,1.0,0.0,0.0,5982.0
0.0,1.0,0.0,0.0,5985.0
0.0,1.0,0.0,0.0,5988.0
0.0,1.0,0.0,0.0,5991.0
0.0,1.0,0.0,0.0,5994.0
0.0,1.0,0.0,0.0,5997.0
0.0,1.0,0.0,0.0,6000.0
0.0,1.0,0.0,0.0,6003.0
0.0,1.0,0.0,0.0,6006.0
0.0,1.0,0.0,0.0,6009.0
0.0,1.0,0.0,0.0,6012.0
0.0,1.0,0.0,0.0,6015.0
0.0,1.0,0.0,0.0,6018.0
0.0,1.0,0.0,0.0,6021.0
0.0,1.0,0.0,0.0,6024.0
0.0,1.0,0.0,0.0,6027.0
0.0,1.0,0.0,0.0,6033.0
0.0,1.0,0.0,0.0,6036.0
0.0,1.0,0.0,0.0,6039.0
0.0,1.0,0.0,0.0,6042.0
0.0,1.0,0.0,0.0,6045.0
0.0,1.0,0.0,0.0,6051.0
0.0,1.0,0.0,0.0,6054.0
0.0,1.0,0.0,0.0,6057.0
0.0,1.0,0.0,0.0,6060.0
0.0,1.0,0.0,0.0,6063.0
0.0,1.0,0.0,0.0,6066.0
0.0,1.0,0.0,0.0,6069.0
0.0,1.0,0.0,0.0,6072.0
0.0,1.0,0.0,0.0,6075.0
0.0,1.0,0.0,0.0,6078.0
0.0,1.0,0.0,0.0,6081.0
0.0,1.0,0.0,0.0,6084.0
0.0,1.0,0.0,0.0,6087.0
0.0,1.0,0.0,0.0,6090.0
0.0,1.0,0.0,0.0,6093.0
0.0,1.0,0.0,0.0,6096.0
0.0,1.0,0.0,0.0,6099.0
0.0,1.0,0.0,0.0,6102.0
0.0,1.0,0.0,0.0,6105.0
0.0,1.0,0.0,0.0,6108.0
0.0,1.0,0.0,0.0,6111.0
0.0,1.0,0.0,0.0,6114.0
0.0,1.0,0.0,0.0,6117.0
1.0,0.0,0.0,0.0,7923.0
1.0,0.0,0.0,0.0,13023.0
0.0,0.0,1.0,0.0,15126.0
0.0,0.0,1.0,0.0,15171.0
0.0,0.0,1.0,0.0,15180.0
0.0,0.0,1.0,0.0,15186.0
0.0,0.0,1.0,0.0,15192.0
0.0,0.0,1.0,0.0,15258.0
0.0,0.0,1.0,0.0,15267.0
0.0,0.0,1.0,0.0,15288.0
0.0,0.0,1.0,0.0,15321.0
0.0,0.0,1.0,0.0,15351.0
0.0,0.0,1.0,0.0,15354.0
0.0,0.0,1.0,0.0,15378.0
0.0,0.0,1.0,0.0,15381.0
0.0,0.0,1.0,0.0,15384.0
0.0,0.0,1.0,0.0,15423.0
0.0,0.0,1.0,0.0,15435.0
0.0,0.0,1.0,0.0,15438.0
0.0,0.0,1.0,0.0,15441.0
0.0,0.0,1.0,0.0,15468.0
0.0,0.0,1.0,0.0,15492.0
0.0,0.0,1.0,0.0,15501.0
0.0,0.0,1.0,0.0,15654.0
0.0,0.0,1.0,0.0,15726.0
0.0,0.0,1.0,0.0,15732.0
0.0,0.0,1.0,0.0,15738.0
0.0,0.0,1.0,0.0,15750.0
0.0,0.0,1.0,0.0,15759.0
0.0,0.0,1.0,0.0,15813.0
0.0,0.0,1.0,0.0,15816.0
0.0,0.0,1.0,0.0,15846.0
0.0,0.0,1.0,0.0,15864.0
0.0,0.0,1.0,0.0,15885.0
0.0,0.0,1.0,0.0,15891.0
0.0,0.0,1.0,0.0,15897.0
0.0,0.0,1.0,0.0,15906.0
0.0,0.0,1.0,0.0,15924.0
0.0,0.0,1.0,0.0,15936.0
0.0,0.0,1.0,0.0,15963.0
0.0,0.0,1.0,0.0,15966.0
0.0,0.0,1.0,0.0,16098.0
0.0,0.0,1.0,0.0,18168.0
0.0,0.0,1.0,0.0,18171.0
1.0,0.0,0.0,0.0,21273.0
1.0,0.0,0.0,0.0,21282.0
1.0,0.0,0.0,0.0,21285.0
1.0,0.0,0.0,0.0,21294.0
1.0,0.0,0.0,0.0,21300.0
1.0,0.0,0.0,0.0,21315.0
1.0,0.0,0.0,0.0,23826.0
1.0,0.0,0.0,0.0,23829.0
1.0,0.0,0.0,0.0,23832.0
1.0,0.0,0.0,0.0,23835.0
1.0,0.0,0.0,0.0,24123.0
1.0,0.0,0.0,0.0,24462.0
1.0,0.0,0.0,0.0,24723.0
1.0,0.0,0.0,0.0,24768.0
1.0,0.0,0.0,0.0,24891.0
1.0,0.0,0.0,0.0,24894.0
1.0,0.0,0.0,0.0,24903.0
1.0,0.0,0.0,0.0,24915.0
1.0,0.0,0.0,0.0,24918.0
1.0,0.0,0.0,0.0,24939.0
1.0,0.0,0.0,0.0,24945.0
1.0,0.0,0.0,0.0,24963.0
1.0,0.0,0.0,0.0,24972.0
1.0,0.0,0.0,0.0,24975.0
1.0,0.0,0.0,0.0,24978.0
1.0,0.0,0.0,0.0,24984.0
1.0,0.0,0.0,0.0,25029.0
1.0,0.0,0.0,0.0,25032.0
0.0,1.0,0.0,0.0,27183.0
0.0,1.0,0.0,0.0,27483.0
0.0,1.0,0.0,0.0,27603.0
